Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen
Feuerzeug-Waescheklammer,1,1,anders,353,standard,1,4
Feuerzeug-Waescheklammer,4,2,initial,1056,standard,0,4
Geschirrtuch-Waescheklammer,6,3,anders,860,standard,4,4
Geschirrtuch-Waescheklammer,5,3,anders,845,standard,3,4
Geschirrtuch-Waescheklammer,4,2,anders,532,standard,2,4
Geschirrtuch-Waescheklammer,1,1,gleich,652,standard,1,4
Waescheklammer-Kabel,6,3,anders,1088,standard,1,2
Waescheklammer-Kabel,1,1,initial,726,bonus,0,2
Waescheklammer-Klebeband,2,1,anders,697,standard,1,2
Waescheklammer-Klebeband,6,3,initial,1028,standard,0,2
Korken-Waescheklammer,4,2,anders,600,standard,2,3
Korken-Waescheklammer,1,1,anders,652,standard,1,3
Korken-Waescheklammer,3,2,initial,290,standard,0,3
Kugelschreiber-Waescheklammer,6,3,anders,697,standard,3,4
Kugelschreiber-Waescheklammer,4,2,anders,643,standard,2,4
Kugelschreiber-Waescheklammer,4,2,anders,705,standard,1,4
Kugelschreiber-Waescheklammer,2,1,initial,726,standard,0,4
Lampe-Waescheklammer,3,2,anders,107,standard,2,3
Lampe-Waescheklammer,1,1,anders,652,standard,1,3
Lampe-Waescheklammer,3,2,initial,712,standard,0,3
Papiertaschentuch-Waescheklammer,4,2,gleich,704,bonus,10,10
Papiertaschentuch-Waescheklammer,4,2,gleich,146,standard,9,10
Papiertaschentuch-Waescheklammer,5,3,gleich,290,standard,8,10
Papiertaschentuch-Waescheklammer,5,3,anders,652,standard,7,10
Papiertaschentuch-Waescheklammer,5,3,anders,532,standard,6,10
Papiertaschentuch-Waescheklammer,5,3,anders,820,standard,5,10
Papiertaschentuch-Waescheklammer,4,2,gleich,881,standard,4,10
Papiertaschentuch-Waescheklammer,1,1,anders,151,standard,3,10
Papiertaschentuch-Waescheklammer,1,1,anders,607,standard,2,10
Papiertaschentuch-Waescheklammer,6,3,gleich,1028,standard,1,10
Waescheklammer-Plastikverpackung,2,1,anders,1088,standard,3,4
Waescheklammer-Plastikverpackung,6,3,anders,107,standard,2,4
Waescheklammer-Plastikverpackung,3,2,anders,151,standard,1,4
Waescheklammer-Plastikverpackung,1,1,initial,607,standard,0,4
Schere-Waescheklammer,5,3,anders,509,standard,1,2
Schere-Waescheklammer,1,1,initial,726,standard,0,2
Seife-Waescheklammer,3,2,anders,290,standard,3,4
Seife-Waescheklammer,5,3,anders,652,standard,2,4
Seife-Waescheklammer,3,2,anders,881,standard,1,4
Seife-Waescheklammer,4,2,initial,383,bonus,0,4
Spuelmittel-Waescheklammer,4,2,gleich,564,standard,4,5
Spuelmittel-Waescheklammer,4,2,gleich,629,standard,3,5
Spuelmittel-Waescheklammer,2,1,anders,383,bonus,2,5
Spuelmittel-Waescheklammer,5,3,anders,726,standard,1,5
Spuelmittel-Waescheklammer,3,2,initial,395,standard,0,5
Waescheklammer-Tasse,2,1,anders,290,standard,2,3
Waescheklammer-Tasse,5,3,anders,383,standard,1,3
Waescheklammer-Tasse,4,2,initial,682,standard,0,3
Tee-Waescheklammer,2,1,anders,564,standard,4,5
Tee-Waescheklammer,4,2,gleich,256,bonus,3,5
Tee-Waescheklammer,4,2,gleich,652,standard,2,5
Tee-Waescheklammer,6,3,anders,290,standard,1,5
Tee-Waescheklammer,3,2,initial,643,standard,0,5
Toilettenpapier-Waescheklammer,6,3,anders,416,standard,5,6
Toilettenpapier-Waescheklammer,1,1,anders,146,standard,4,6
Toilettenpapier-Waescheklammer,4,2,gleich,662,standard,3,6
Toilettenpapier-Waescheklammer,1,1,anders,825,standard,2,6
Toilettenpapier-Waescheklammer,6,3,gleich,617,standard,1,6
Toilettenpapier-Waescheklammer,6,3,initial,154,bonus,0,6
Waescheklammer-Waschmaschine,5,3,anders,697,standard,13,14
Waescheklammer-Waschmaschine,4,2,anders,146,standard,12,14
Waescheklammer-Waschmaschine,4,2,anders,256,standard,11,14
Waescheklammer-Waschmaschine,1,1,anders,845,standard,10,14
Waescheklammer-Waschmaschine,5,3,anders,107,standard,9,14
Waescheklammer-Waschmaschine,1,1,anders,532,standard,8,14
Waescheklammer-Waschmaschine,1,1,anders,261,standard,7,14
Waescheklammer-Waschmaschine,1,1,anders,652,standard,6,14
Waescheklammer-Waschmaschine,6,3,anders,705,standard,5,14
Waescheklammer-Waschmaschine,2,1,anders,726,standard,4,14
Waescheklammer-Waschmaschine,6,3,anders,153,standard,3,14
Waescheklammer-Waschmaschine,3,2,gleich,395,standard,2,14
Waescheklammer-Waschmaschine,1,1,anders,825,standard,1,14
Waescheklammer-Waschmaschine,5,3,initial,154,standard,0,14
Weinflasche-Waescheklammer,3,2,anders,416,standard,2,3
Weinflasche-Waescheklammer,5,3,anders,652,standard,1,3
Weinflasche-Waescheklammer,6,3,initial,820,standard,0,3
Bleistift-Waschmaschine,3,2,anders,672,bonus,3,4
Bleistift-Waschmaschine,6,3,anders,290,standard,2,4
Bleistift-Waschmaschine,2,1,anders,663,standard,1,4
Bleistift-Waschmaschine,4,2,initial,712,standard,0,4
Buegeleisen-Waschmaschine,4,2,anders,256,standard,10,11
Buegeleisen-Waschmaschine,1,1,anders,865,standard,9,11
Buegeleisen-Waschmaschine,3,2,gleich,738,standard,8,11
Buegeleisen-Waschmaschine,1,1,anders,820,standard,7,11
Buegeleisen-Waschmaschine,5,3,anders,643,standard,6,11
Buegeleisen-Waschmaschine,3,2,gleich,621,standard,5,11
Buegeleisen-Waschmaschine,3,2,gleich,352,bonus,4,11
Buegeleisen-Waschmaschine,6,3,anders,153,standard,3,11
Buegeleisen-Waschmaschine,3,2,anders,151,standard,2,11
Buegeleisen-Waschmaschine,2,1,anders,208,standard,1,11
Buegeleisen-Waschmaschine,1,1,initial,825,standard,0,11
Faden-Waschmaschine,3,2,anders,825,bonus,1,2
Faden-Waschmaschine,6,3,initial,480,standard,0,2
Gemuesemesser-Waschmaschine,3,2,anders,820,standard,6,7
Gemuesemesser-Waschmaschine,4,2,gleich,353,standard,5,7
Gemuesemesser-Waschmaschine,5,3,gleich,290,standard,4,7
Gemuesemesser-Waschmaschine,5,3,anders,933,standard,3,7
Gemuesemesser-Waschmaschine,6,3,anders,643,standard,2,7
Gemuesemesser-Waschmaschine,3,2,gleich,153,bonus,1,7
Gemuesemesser-Waschmaschine,3,2,initial,154,standard,0,7
Waschmaschine-Geschirrtuch,4,2,anders,256,standard,7,8
Waschmaschine-Geschirrtuch,1,1,anders,845,standard,6,8
Waschmaschine-Geschirrtuch,1,1,anders,738,standard,5,8
Waschmaschine-Geschirrtuch,2,1,gleich,652,standard,4,8
Waschmaschine-Geschirrtuch,1,1,anders,621,standard,3,8
Waschmaschine-Geschirrtuch,3,2,gleich,431,standard,2,8
Waschmaschine-Geschirrtuch,3,2,anders,151,standard,1,8
Waschmaschine-Geschirrtuch,2,1,initial,712,standard,0,8
Hemd-Waschmaschine,1,1,anders,865,standard,5,5
Hemd-Waschmaschine,1,1,anders,261,standard,4,5
Hemd-Waschmaschine,1,1,anders,652,standard,3,5
Hemd-Waschmaschine,5,3,anders,825,standard,2,5
Hemd-Waschmaschine,3,2,anders,1022,standard,1,5
Waschmaschine-Kabel,2,1,anders,564,standard,3,4
Waschmaschine-Kabel,6,3,anders,153,standard,2,4
Waschmaschine-Kabel,4,2,anders,202,standard,1,4
Waschmaschine-Kabel,6,3,initial,665,standard,0,4
Kaffee-Waschmaschine,1,1,anders,662,standard,5,6
Kaffee-Waschmaschine,2,1,gleich,738,standard,4,6
Kaffee-Waschmaschine,2,1,anders,663,standard,2,6
Kaffee-Waschmaschine,3,2,gleich,629,standard,2,6
Kaffee-Waschmaschine,2,1,anders,151,standard,1,6
Kaffee-Waschmaschine,4,2,initial,682,standard,0,6
Kaffeemaschine-Waschmaschine,4,2,gleich,416,standard,8,9
Kaffeemaschine-Waschmaschine,1,1,anders,465,standard,7,9
Kaffeemaschine-Waschmaschine,5,3,anders,845,standard,6,9
Kaffeemaschine-Waschmaschine,5,3,anders,306,standard,5,9
Kaffeemaschine-Waschmaschine,4,2,gleich,261,bonus,4,9
Kaffeemaschine-Waschmaschine,3,2,gleich,353,bonus,3,9
Kaffeemaschine-Waschmaschine,3,2,anders,151,bonus,2,9
Kaffeemaschine-Waschmaschine,6,3,anders,509,standard,1,9
Kaffeemaschine-Waschmaschine,2,1,initial,825,standard,0,9
Kopfhoerer-Waschmaschine,3,2,anders,629,standard,2,3
Kopfhoerer-Waschmaschine,6,3,anders,290,standard,1,3
Kopfhoerer-Waschmaschine,3,2,initial,153,standard,0,3
Waschmaschine-Korken,6,3,anders,290,standard,1,2
Waschmaschine-Korken,2,1,initial,543,standard,0,2
Kugelschreiber-Waschmaschine,2,1,anders,672,bonus,6,7
Kugelschreiber-Waschmaschine,5,3,anders,933,standard,5,7
Kugelschreiber-Waschmaschine,4,2,anders,480,standard,4,7
Kugelschreiber-Waschmaschine,2,1,anders,726,standard,3,7
Kugelschreiber-Waschmaschine,3,2,gleich,151,standard,2,7
Kugelschreiber-Waschmaschine,2,1,anders,208,standard,1,7
Kugelschreiber-Waschmaschine,5,3,initial,669,standard,0,7
Waschmaschine-Nadel,6,3,anders,509,standard,1,2
Waschmaschine-Nadel,4,2,initial,191,standard,0,2
Waschmaschine-Papier,6,3,anders,643,standard,1,2
Waschmaschine-Papier,3,2,initial,726,standard,0,2
Waschmaschine-Plastikverpackung,2,1,anders,367,standard,6,7
Waschmaschine-Plastikverpackung,6,3,anders,820,standard,5,7
Waschmaschine-Plastikverpackung,5,3,anders,643,bonus,4,7
Waschmaschine-Plastikverpackung,5,3,anders,102,standard,3,7
Waschmaschine-Plastikverpackung,2,1,anders,151,standard,2,7
Waschmaschine-Plastikverpackung,6,3,anders,208,bonus,1,7
Waschmaschine-Plastikverpackung,1,1,initial,592,standard,0,7
Schere-Waschmaschine,5,3,gleich,643,bonus,1,2
Schere-Waschmaschine,5,3,initial,621,standard,0,2
Seife-Waschmaschine,1,1,anders,738,standard,8,9
Seife-Waschmaschine,4,2,anders,353,bonus,7,9
Seife-Waschmaschine,1,1,anders,652,standard,6,9
Seife-Waschmaschine,5,3,anders,825,standard,5,9
Seife-Waschmaschine,2,1,gleich,621,standard,4,9
Seife-Waschmaschine,4,2,anders,102,standard,3,9
Seife-Waschmaschine,3,2,anders,202,standard,2,9
Seife-Waschmaschine,3,2,anders,208,bonus,1,9
Seife-Waschmaschine,1,1,initial,682,bonus,0,9
Teller-Waschmaschine,5,3,gleich,738,standard,3,4
Teller-Waschmaschine,5,3,gleich,352,bonus,2,4
Teller-Waschmaschine,4,2,anders,682,bonus,1,4
Teller-Waschmaschine,6,3,initial,825,standard,0,4
Waschmaschine-Toilettenpapier,5,3,anders,793,standard,6,7
Waschmaschine-Toilettenpapier,2,1,anders,643,standard,5,7
Waschmaschine-Toilettenpapier,2,1,anders,672,bonus,4,7
Waschmaschine-Toilettenpapier,5,3,anders,726,standard,3,7
Waschmaschine-Toilettenpapier,3,2,anders,151,standard,2,7
Waschmaschine-Toilettenpapier,4,2,gleich,147,bonus,1,7
Waschmaschine-Toilettenpapier,4,2,initial,208,standard,0,7
Weinflasche-Bleistift,4,2,gleich,465,standard,3,4
Weinflasche-Bleistift,5,3,anders,383,standard,2,4
Weinflasche-Bleistift,1,1,anders,143,standard,1,4
Weinflasche-Bleistift,4,2,initial,712,standard,0,4
Buegeleisen-Weinflasche,4,2,gleich,256,bonus,2,3
Buegeleisen-Weinflasche,4,2,gleich,352,standard,1,3
Buegeleisen-Weinflasche,4,2,initial,1095,standard,0,3
Weinflasche-Feuerzeug,1,1,anders,820,standard,2,3
Weinflasche-Feuerzeug,4,2,gleich,728,bonus,1,3
Weinflasche-Feuerzeug,4,2,initial,543,standard,0,3
Glas-Weinflasche,3,2,gleich,416,standard,11,12
Glas-Weinflasche,2,1,gleich,136,standard,10,12
Glas-Weinflasche,1,1,anders,231,standard,9,12
Glas-Weinflasche,5,3,anders,672,standard,8,12
Glas-Weinflasche,2,1,gleich,404,standard,7,12
Glas-Weinflasche,1,1,anders,738,standard,6,12
Glas-Weinflasche,3,2,gleich,629,bonus,5,12
Glas-Weinflasche,4,2,anders,202,standard,4,12
Glas-Weinflasche,5,3,anders,480,standard,3,12
Glas-Weinflasche,2,1,anders,682,standard,2,12
Glas-Weinflasche,1,1,gleich,395,bonus,1,12
Glas-Weinflasche,1,1,initial,143,standard,0,12
Kaffee-Weinflasche,2,1,anders,328,standard,4,5
Kaffee-Weinflasche,3,2,gleich,738,bonus,3,5
Kaffee-Weinflasche,4,2,anders,629,bonus,2,5
Kaffee-Weinflasche,2,1,anders,191,bonus,1,5
Kaffee-Weinflasche,4,2,initial,154,standard,0,5
Weinflasche-Klebeband,6,3,anders,820,standard,2,3
Weinflasche-Klebeband,4,2,anders,151,bonus,1,3
Weinflasche-Klebeband,2,1,initial,395,standard,0,3
Kochloeffel-Weinflasche,3,2,anders,416,standard,5,6
Kochloeffel-Weinflasche,5,3,gleich,1008,standard,4,6
Kochloeffel-Weinflasche,5,3,anders,151,bonus,3,6
Kochloeffel-Weinflasche,4,2,gleich,202,bonus,2,6
Kochloeffel-Weinflasche,5,3,anders,395,standard,1,6
Kochloeffel-Weinflasche,3,2,initial,143,standard,0,6
Korken-Weinflasche,1,1,anders,697,standard,9,9
Korken-Weinflasche,2,1,gleich,231,standard,8,9
Korken-Weinflasche,4,2,anders,107,standard,7,9
Korken-Weinflasche,1,1,anders,404,bonus,6,9
Korken-Weinflasche,6,3,anders,881,standard,5,9
Korken-Weinflasche,5,3,anders,230,standard,4,9
Korken-Weinflasche,1,1,gleich,102,standard,3,9
Korken-Weinflasche,1,1,anders,164,standard,2,9
Korken-Weinflasche,3,2,anders,154,standard,1,9
Nadel-Weinflasche,2,1,anders,416,standard,4,5
Nadel-Weinflasche,2,1,anders,256,bonus,3,5
Nadel-Weinflasche,2,1,anders,102,bonus,2,5
Nadel-Weinflasche,3,2,anders,151,bonus,1,5
Nadel-Weinflasche,5,3,initial,147,standard,0,5
Papier-Weinflasche,5,3,anders,383,standard,1,2
Papier-Weinflasche,1,1,initial,153,standard,0,2
Plastikverpackung-Weinflasche,3,2,gleich,231,bonus,6,7
Plastikverpackung-Weinflasche,3,2,gleich,629,standard,5,7
Plastikverpackung-Weinflasche,4,2,anders,728,bonus,4,7
Plastikverpackung-Weinflasche,3,2,anders,480,standard,3,7
Plastikverpackung-Weinflasche,1,1,anders,172,standard,2,7
Plastikverpackung-Weinflasche,3,2,anders,395,bonus,1,7
Plastikverpackung-Weinflasche,1,1,initial,143,standard,0,7
Schere-Weinflasche,2,1,anders,256,bonus,3,4
Schere-Weinflasche,5,3,anders,383,standard,2,4
Schere-Weinflasche,3,2,anders,395,bonus,1,4
Schere-Weinflasche,5,3,initial,825,bonus,0,4
Schwamm-Weinflasche,5,3,anders,107,standard,1,2
Schwamm-Weinflasche,3,2,initial,629,bonus,0,2
Weinflasche-Spuelmittel,2,1,anders,578,standard,3,4
Weinflasche-Spuelmittel,2,1,anders,102,bonus,2,4
Weinflasche-Spuelmittel,5,3,anders,147,standard,1,4
Weinflasche-Spuelmittel,3,2,initial,395,standard,0,4
Teller-Weinflasche,2,1,anders,416,standard,2,3
Teller-Weinflasche,2,1,anders,845,standard,1,3
Teller-Weinflasche,4,2,initial,102,bonus,0,3
Toilettenpapier-Weinflasche,2,1,gleich,416,standard,7,8
Toilettenpapier-Weinflasche,1,1,anders,146,standard,6,8
Toilettenpapier-Weinflasche,5,3,anders,256,standard,5,8
Toilettenpapier-Weinflasche,3,2,gleich,404,bonus,4,8
Toilettenpapier-Weinflasche,2,1,anders,153,standard,3,8
Toilettenpapier-Weinflasche,2,1,anders,202,standard,2,8
Toilettenpapier-Weinflasche,5,3,anders,607,standard,1,8
Toilettenpapier-Weinflasche,2,1,initial,682,standard,0,8
Topfdeckel-Weinflasche,5,3,gleich,564,standard,4,4
Topfdeckel-Weinflasche,4,2,gleich,738,bonus,3,4
Topfdeckel-Weinflasche,3,2,anders,480,standard,2,4
Topfdeckel-Weinflasche,5,3,gleich,825,bonus,1,4
Waschmaschine-Weinflasche,4,2,gleich,416,standard,8,9
Waschmaschine-Weinflasche,2,1,anders,578,standard,7,9
Waschmaschine-Weinflasche,6,3,anders,465,standard,6,9
Waschmaschine-Weinflasche,5,3,anders,564,standard,5,9
Waschmaschine-Weinflasche,3,2,gleich,629,standard,4,9
Waschmaschine-Weinflasche,6,3,anders,868,standard,3,9
Waschmaschine-Weinflasche,4,2,anders,102,standard,2,9
Waschmaschine-Weinflasche,1,1,gleich,669,standard,1,9
Waschmaschine-Weinflasche,1,1,initial,665,standard,0,9
